Name chr start end width strand leno
16692 ENSG00000188487.11 chr11 15112424 15247208 134785 + 134785
42030 ENSG00000254789.2 chr11 15571819 15622403 50585 - 50585
3789 ENSG00000110693.17 chr11 15966449 16739591 773143 - 773143
3790 ENSG00000110696.9 chr11 16613132 16756881 143750 + 143750
11886 ENSG00000166689.15 chr11 16777317 17014443 237127 - 237127
37012 ENSG00000244398.1 chr11 16974693 16975013 321 - 321
3792 ENSG00000110700.6 chr11 17074389 17077729 3341 - 3341
50788 ENSG00000272034.1 chr11 17074654 17074744 91 - 91
18962 ENSG00000201403.1 chr11 17075779 17075868 90 - 90
296 ENSG00000011405.13 chr11 17077788 17207983 130196 - 130196
1097 ENSG00000070081.15 chr11 17208153 17349974 141822 + 141822
17302 ENSG00000197149.5 chr11 17228279 17229151 873 + 873
16627 ENSG00000188211.8 chr11 17351726 17377341 25616 + 25616
45308 ENSG00000260196.1 chr11 17380649 17383531 2883 + 2883
6097 ENSG00000129158.10 chr11 17788048 18013162 225115 - 225115
6099 ENSG00000129167.9 chr11 18017564 18042426 24863 - 24863
11904 ENSG00000166788.9 chr11 18069935 18106091 36157 - 36157
6875 ENSG00000134339.8 chr11 18239223 18248643 9421 - 9421
13485 ENSG00000173432.10 chr11 18266174 18269977 3804 + 3804
3799 ENSG00000110756.17 chr11 18278668 18322198 43531 - 43531
3800 ENSG00000110768.11 chr11 18322295 18367044 44750 + 44750
6874 ENSG00000134333.13 chr11 18394388 18408425 14038 + 14038
42853 ENSG00000256006.1 chr11 18405609 18406731 1123 + 1123
1258 ENSG00000074319.12 chr11 18468336 18527232 58897 - 58897
9342 ENSG00000151116.16 chr11 18529609 18588747 59139 - 59139
14591 ENSG00000179119.14 chr11 18606401 18634791 28391 - 28391
9343 ENSG00000151117.8 chr11 18693122 18704785 11664 + 11664
14574 ENSG00000179057.13 chr11 18705418 18726230 20813 - 20813
14183 ENSG00000177054.13 chr11 19117099 19176415 59317 + 59317
6100 ENSG00000129170.8 chr11 19182030 19210573 28544 - 28544
6101 ENSG00000129173.12 chr11 19224063 19241620 17558 - 17558
11921 ENSG00000166833.19 chr11 19350724 20121598 770875 + 770875
3704 ENSG00000109854.13 chr11 20363685 20383783 20099 + 20099
15903 ENSG00000185238.12 chr11 20387530 20509294 121765 + 121765
13098 ENSG00000171714.10 chr11 22193176 22283357 90182 + 90182
15393 ENSG00000183161.4 chr11 22622519 22626787 4269 - 4269
17634 ENSG00000198168.8 chr11 22813799 22830299 16501 - 16501
3706 ENSG00000109881.16 chr11 27330827 27363868 33042 - 33042
20074 ENSG00000205213.13 chr11 27365961 27472775 106815 - 106815
9131 ENSG00000148943.11 chr11 27494576 27506773 12198 - 12198
25196 ENSG00000224411.3 chr11 27888838 27891033 2196 - 2196
5170 ENSG00000121621.6 chr11 28020620 28108247 87628 - 87628
12588 ENSG00000169519.20 chr11 28108309 28527041 418733 + 418733
9485 ENSG00000152219.4 chr11 30323051 30338227 15177 + 15177
12916 ENSG00000170946.14 chr11 31369840 31431849 62010 + 62010
9133 ENSG00000148950.9 chr11 31432401 31509645 77245 - 77245
3708 ENSG00000109911.18 chr11 31509700 31790328 280629 + 280629
662 ENSG00000049449.8 chr11 31816384 32105755 289372 + 289372
9145 ENSG00000149100.12 chr11 32583798 32606262 22465 + 22465
7051 ENSG00000135378.3 chr11 32829943 32858123 28181 + 28181
821 ENSG00000060749.14 chr11 32893178 32993316 100139 + 100139
5176 ENSG00000121690.10 chr11 33015864 33033582 17719 + 17719
13989 ENSG00000176148.15 chr11 33039417 33105943 66527 + 66527
22376 ENSG00000213713.3 chr11 33075566 33076148 583 - 583
55271 ENSG00000280798.1 chr11 33076461 33079454 2994 + 2994
13980 ENSG00000176102.11 chr11 33084584 33162371 77788 - 77788
3767 ENSG00000110422.11 chr11 33256672 33357023 100352 + 100352
1643 ENSG00000085063.14 chr11 33702668 33736445 33778 - 33778
3769 ENSG00000110429.13 chr11 33740939 33774543 33605 - 33605
7046 ENSG00000135363.11 chr11 33858576 33892289 33714 - 33714
7052 ENSG00000135387.20 chr11 34051683 34101156 49474 + 49474
7048 ENSG00000135372.8 chr11 34105602 34147670 42069 + 42069
11714 ENSG00000166016.5 chr11 34150988 34358008 207021 - 207021
5177 ENSG00000121691.4 chr11 34438925 34472062 33138 + 33138
9142 ENSG00000149089.12 chr11 34853094 34916499 63406 - 63406
3770 ENSG00000110435.11 chr11 34915829 35020591 104763 + 104763
456 ENSG00000026508.17 chr11 35138870 35232402 93533 + 93533
42577 ENSG00000255443.1 chr11 35210343 35214985 4643 - 4643
39342 ENSG00000251194.2 chr11 35212550 35214007 1458 + 1458
3771 ENSG00000110436.11 chr11 35251206 35420063 168858 - 168858
11794 ENSG00000166326.6 chr11 35662805 35818007 155203 + 155203
14615 ENSG00000179241.12 chr11 35943981 36232136 288156 + 288156
3772 ENSG00000110442.11 chr11 36269284 36289449 20166 - 20166
7045 ENSG00000135362.13 chr11 36296288 36465204 168917 + 168917
13790 ENSG00000175104.14 chr11 36487027 36510272 23246 - 23246
11806 ENSG00000166352.15 chr11 36594493 36659290 64798 + 64798
11757 ENSG00000166181.12 chr11 43311963 43344529 32567 + 32567
703 ENSG00000052841.14 chr11 43358932 43494933 136002 + 136002
9141 ENSG00000149084.12 chr11 43680680 43855305 174626 + 174626
55774 ENSG00000283375.1 chr11 43855913 43856404 492 - 492
11763 ENSG00000166199.12 chr11 43880811 43920266 39456 + 39456
22362 ENSG00000213693.4 chr11 43897456 43899636 2181 + 2181
16428 ENSG00000187479.5 chr11 43925342 43943786 18445 + 18445
3775 ENSG00000110455.13 chr11 44065925 44084214 18290 + 18290
9368 ENSG00000151348.13 chr11 44095549 44245429 149881 + 149881
1644 ENSG00000085117.11 chr11 44564427 44620363 55937 + 55937
41952 ENSG00000254693.1 chr11 44604508 44605337 830 - 830
42273 ENSG00000255092.1 chr11 44606170 44608101 1932 - 1932
10094 ENSG00000157570.11 chr11 44726465 44932347 205883 + 205883
13826 ENSG00000175274.18 chr11 44885903 44951306 65404 - 65404
391 ENSG00000019485.13 chr11 45095806 45235110 139305 + 139305
15084 ENSG00000181830.8 chr11 45804072 45813015 8944 + 8944
5174 ENSG00000121671.11 chr11 45847118 45883248 36131 + 36131
5173 ENSG00000121653.11 chr11 45885651 45906465 20815 + 20815
5175 ENSG00000121680.15 chr11 45909669 45918812 9144 - 9144
11684 ENSG00000165905.17 chr11 45921621 45929096 7476 + 7476
7047 ENSG00000135365.15 chr11 45932566 46121178 188613 - 188613
41910 ENSG00000254639.1 chr11 46238382 46239267 886 + 886
10099 ENSG00000157613.10 chr11 46277661 46321422 43762 + 43762
9144 ENSG00000149091.15 chr11 46332905 46380554 47650 + 47650
3777 ENSG00000110492.15 chr11 46380756 46383837 3082 + 3082
3778 ENSG00000110497.14 chr11 46396414 46594125 197712 - 197712
36976 ENSG00000244313.3 chr11 46428653 46429150 498 - 498
14831 ENSG00000180423.4 chr11 46602861 46617909 15049 - 15049
13820 ENSG00000175224.16 chr11 46617527 46674818 57292 + 57292
13818 ENSG00000175220.11 chr11 46677080 46700599 23520 - 23520
13815 ENSG00000175213.2 chr11 46700818 46705912 5095 + 5095
13817 ENSG00000175216.14 chr11 46743048 46846308 103261 - 103261
9153 ENSG00000149179.13 chr11 46936689 47164298 227610 + 227610
9154 ENSG00000149182.14 chr11 47164386 47177125 12740 - 12740
49638 ENSG00000270060.1 chr11 47168281 47169563 1283 - 1283
11685 ENSG00000165912.15 chr11 47177525 47186443 8919 - 8919
6913 ENSG00000134574.11 chr11 47214465 47239240 24776 + 24776
6914 ENSG00000134575.9 chr11 47239302 47248906 9605 - 9605
447 ENSG00000025434.18 chr11 47248300 47269032 20733 + 20733
3779 ENSG00000110514.19 chr11 47269161 47330031 60871 + 60871
6912 ENSG00000134571.10 chr11 47331397 47352702 21306 - 21306
968 ENSG00000066336.11 chr11 47354860 47378576 23717 - 23717
42365 ENSG00000255197.5 chr11 47383148 47409190 26043 - 26043
11687 ENSG00000165915.13 chr11 47407132 47416501 9370 + 9370
11688 ENSG00000165916.8 chr11 47418769 47426473 7705 - 7705
11689 ENSG00000165917.9 chr11 47437757 47449178 11422 - 11422
9155 ENSG00000149187.17 chr11 47465944 47565335 99392 - 99392
3780 ENSG00000110536.13 chr11 47565797 47572196 6400 + 6400
5377 ENSG00000123444.13 chr11 47573462 47579009 5548 - 5548
22326 ENSG00000213619.9 chr11 47579016 47584562 5547 + 5547
13230 ENSG00000172247.3 chr11 47589664 47594659 4996 - 4996
3710 ENSG00000109919.9 chr11 47617315 47642623 25309 - 25309
11690 ENSG00000165923.15 chr11 47659591 47715389 55799 - 55799
3711 ENSG00000109920.12 chr11 47716517 47767443 50927 - 50927
482 ENSG00000030066.13 chr11 47778087 47848555 70469 - 70469
9152 ENSG00000149177.12 chr11 47980558 48170841 190284 + 190284
9146 ENSG00000149115.13 chr11 57299638 57324952 25315 - 25315
9150 ENSG00000149136.8 chr11 57325985 57335877 9893 - 9893
9981 ENSG00000156575.2 chr11 57376769 57381150 4382 - 4382
16270 ENSG00000186652.9 chr11 57386794 57390657 3864 - 3864
6947 ENSG00000134802.17 chr11 57406954 57427580 20627 - 20627
16326 ENSG00000186907.7 chr11 57460549 57476996 16448 + 16448
9151 ENSG00000149150.8 chr11 57484534 57515786 31253 - 31253
6948 ENSG00000134809.8 chr11 57528463 57530803 2341 - 2341
22839 ENSG00000214872.8 chr11 57542641 57550274 7634 + 7634
9982 ENSG00000156587.15 chr11 57551656 57568284 16629 - 16629
9148 ENSG00000149131.15 chr11 57597387 57614853 17467 + 17467
11905 ENSG00000166793.10 chr11 57645087 57649944 4858 - 4858
13276 ENSG00000172409.5 chr11 57657016 57661868 4853 + 4853
9983 ENSG00000156599.10 chr11 57667747 57701187 33441 + 33441
9984 ENSG00000156603.15 chr11 57703714 57712323 8610 - 8610
22312 ENSG00000213593.9 chr11 57712600 57740973 28374 + 28374
21360 ENSG00000211450.9 chr11 57741250 57743513 2264 + 2264
17747 ENSG00000198561.13 chr11 57753243 57819546 66304 + 66304
3723 ENSG00000110031.12 chr11 58526871 58578220 51350 - 51350
16272 ENSG00000186660.14 chr11 58579111 58621042 41932 + 41932
36310 ENSG00000242689.2 chr11 58622673 58625733 3061 + 3061
42405 ENSG00000255240.5 chr11 58933643 59058659 125017 - 125017
16845 ENSG00000189057.10 chr11 59107185 59127410 20226 + 20226
37201 ENSG00000245571.6 chr11 59130133 59143015 12883 - 12883
11910 ENSG00000166801.15 chr11 59142772 59155039 12268 + 12268
3724 ENSG00000110042.7 chr11 59171430 59208509 37080 + 37080
17458 ENSG00000197629.5 chr11 59208588 59212951 4364 - 4364
3727 ENSG00000110048.11 chr11 59574398 59616144 41747 - 41747
42314 ENSG00000255139.1 chr11 59616429 59639861 23433 + 23433
11940 ENSG00000166889.13 chr11 59636716 59668980 32265 - 32265
41767 ENSG00000254477.1 chr11 59753015 59754975 1961 - 1961
11943 ENSG00000166900.15 chr11 59755059 59805882 50824 + 50824
11944 ENSG00000166902.4 chr11 59806135 59810872 4738 - 4738
6949 ENSG00000134812.7 chr11 59829268 59845501 16234 - 16234
6954 ENSG00000134827.7 chr11 59852800 59866575 13776 - 13776
22805 ENSG00000214788.2 chr11 59938455 59995845 57391 + 57391
9199 ENSG00000149516.13 chr11 60056587 60071128 14542 + 14542
9203 ENSG00000149534.8 chr11 60088261 60098466 10206 + 10206
42167 ENSG00000254952.1 chr11 60159687 60160822 1136 - 1136
3735 ENSG00000110077.14 chr11 60172014 60184666 12653 - 12653
22804 ENSG00000214787.9 chr11 60201253 60243088 41836 - 41836
3736 ENSG00000110079.16 chr11 60280541 60308972 28432 + 28432
11955 ENSG00000166927.12 chr11 60378482 60395951 17470 + 17470
11956 ENSG00000166928.10 chr11 60396014 60417756 21743 + 21743
9996 ENSG00000156738.17 chr11 60455752 60470760 15009 + 15009
3740 ENSG00000110104.11 chr11 60842071 60850765 8695 + 8695
15383 ENSG00000183134.4 chr11 60851082 60855971 4890 - 4890
3741 ENSG00000110107.8 chr11 60890730 60906588 15859 - 15859
43252 ENSG00000257052.1 chr11 60906789 60909742 2954 + 2954
3742 ENSG00000110108.9 chr11 60913874 60923443 9570 + 9570
126 ENSG00000006118.14 chr11 60924463 60937083 12621 + 12621
3773 ENSG00000110446.10 chr11 60937160 60952530 15371 - 15371
344 ENSG00000013725.14 chr11 60971680 61020377 48698 + 48698
3774 ENSG00000110448.10 chr11 61102395 61127852 25458 + 25458
12221 ENSG00000167987.10 chr11 61130256 61161617 31362 - 31362
43128 ENSG00000256713.7 chr11 61241042 61251448 10407 + 10407
12222 ENSG00000167992.12 chr11 61258286 61295424 37139 - 37139
12220 ENSG00000167986.13 chr11 61299451 61342573 43123 - 43123
9189 ENSG00000149476.15 chr11 61333549 61348744 15196 + 15196
10661 ENSG00000162144.9 chr11 61349243 61362000 12758 - 12758
9191 ENSG00000149483.11 chr11 61362300 61369509 7210 + 7210
16363 ENSG00000187049.9 chr11 61391687 61398863 7177 + 7177
9202 ENSG00000149532.15 chr11 61402641 61430031 27391 - 27391
12219 ENSG00000167985.6 chr11 61430042 61447529 17488 + 17488
43075 ENSG00000256591.5 chr11 61430183 61436135 5953 + 5953
10662 ENSG00000162148.10 chr11 61481120 61490931 9812 + 9812
6946 ENSG00000134780.9 chr11 61680433 61746492 66060 + 66060
5593 ENSG00000124920.13 chr11 61752649 61788518 35870 + 35870
6953 ENSG00000134825.15 chr11 61768501 61792636 24136 - 24136
12347 ENSG00000168496.3 chr11 61792803 61797244 4442 + 4442
9192 ENSG00000149485.18 chr11 61799625 61829318 29694 - 29694
6952 ENSG00000134824.13 chr11 61816256 61867354 51099 + 51099
23992 ENSG00000221968.8 chr11 61873519 61892051 18533 - 18533
12223 ENSG00000167994.11 chr11 61897301 61920269 22969 - 22969
12224 ENSG00000167995.15 chr11 61949821 61965368 15548 + 15548
12225 ENSG00000167996.15 chr11 61959718 61967660 7943 - 7943
54478 ENSG00000279491.1 chr11 61967794 61969490 1697 + 1697
9196 ENSG00000149503.12 chr11 62123973 62153163 29191 + 29191
10663 ENSG00000162174.12 chr11 62337448 62393412 55965 + 55965
5596 ENSG00000124942.13 chr11 62433542 62556235 122694 - 122694
42018 ENSG00000254772.9 chr11 62559601 62574086 14486 - 14486
9136 ENSG00000149016.15 chr11 62575045 62592177 17133 - 17133
9190 ENSG00000149480.6 chr11 62593214 62601840 8627 - 8627
9195 ENSG00000149499.11 chr11 62602218 62612713 10496 - 10496
9194 ENSG00000149489.8 chr11 62612412 62615120 2709 + 2709
9204 ENSG00000149541.9 chr11 62615296 62622175 6880 - 6880
1843 ENSG00000089597.16 chr11 62624826 62646726 21901 - 21901
15865 ENSG00000185085.2 chr11 62646848 62653302 6455 - 6455
53857 ENSG00000278615.4 chr11 62662816 62665217 2402 - 2402
22793 ENSG00000214756.7 chr11 62665309 62668108 2800 + 2800
10666 ENSG00000162194.12 chr11 62669641 62671283 1643 - 1643
19992 ENSG00000204922.4 chr11 62671775 62673687 1913 + 1913
10665 ENSG00000162191.13 chr11 62676498 62679117 2620 - 2620
12226 ENSG00000168000.14 chr11 62690275 62709845 19571 - 19571
22791 ENSG00000214753.2 chr11 62712630 62727349 14720 - 14720
10667 ENSG00000162222.13 chr11 62728069 62740284 12216 + 12216
16012 ENSG00000185670.7 chr11 62748319 62754188 5870 - 5870
12227 ENSG00000168002.11 chr11 62761544 62766710 5167 + 5167
12364 ENSG00000168569.7 chr11 62771629 62792021 20393 - 20393
10668 ENSG00000162227.7 chr11 62775650 62787342 11693 + 11693
49341 ENSG00000269176.2 chr11 62786023 62786516 494 - 494
15959 ENSG00000185475.10 chr11 62787415 62789970 2556 + 2556
10669 ENSG00000162231.13 chr11 62792123 62806302 14180 - 14180
51792 ENSG00000274066.1 chr11 62792702 62792771 70 - 70
10670 ENSG00000162236.11 chr11 62806897 62832088 25192 - 25192
49419 ENSG00000269463.1 chr11 62807682 62808063 382 - 382
40132 ENSG00000252361.1 chr11 62815966 62816067 102 - 102
43117 ENSG00000256690.1 chr11 62832234 62834043 1810 + 1810
6733 ENSG00000133316.15 chr11 62832911 62841618 8708 - 8708
42742 ENSG00000255717.6 chr11 62851988 62855914 3927 - 3927
53200 ENSG00000277194.1 chr11 62852910 62853035 126 - 126
53811 ENSG00000278527.1 chr11 62854161 62854285 125 - 125
52017 ENSG00000274544.1 chr11 62854621 62854695 75 - 75
12228 ENSG00000168003.16 chr11 62856102 62888875 32774 + 32774
12229 ENSG00000168004.9 chr11 63461404 63491194 29791 - 29791
6734 ENSG00000133317.14 chr11 63506084 63516774 10691 + 10691
6736 ENSG00000133321.10 chr11 63536809 63546462 9654 + 9654
14062 ENSG00000176485.11 chr11 63573195 63616883 43689 - 43689
15777 ENSG00000184743.12 chr11 63624087 63671921 47835 - 47835
6735 ENSG00000133318.13 chr11 63681446 63759891 78446 + 78446
16596 ENSG00000188070.9 chr11 63759892 63768775 8884 - 8884
12230 ENSG00000168005.8 chr11 63813388 63827718 14331 + 14331
42964 ENSG00000256280.1 chr11 63834667 63834943 277 - 277
1194 ENSG00000072518.20 chr11 63838928 63911019 72092 + 72092
3781 ENSG00000110583.12 chr11 63938994 63957328 18335 + 18335
14033 ENSG00000176340.3 chr11 63974607 63976543 1937 + 1937
12166 ENSG00000167770.11 chr11 63985853 64001811 15959 + 15959
6732 ENSG00000133315.10 chr11 63998558 64166061 167504 - 167504
12333 ENSG00000168439.16 chr11 64185272 64204543 19272 + 19272
9237 ENSG00000149781.12 chr11 64206678 64223798 17121 + 17121
9235 ENSG00000149743.13 chr11 64223887 64225870 1984 - 1984
9236 ENSG00000149761.8 chr11 64225941 64230277 4337 + 4337
42899 ENSG00000256116.1 chr11 64229214 64234352 5139 - 5139
3720 ENSG00000110011.13 chr11 64230687 64234193 3507 + 3507
13499 ENSG00000173511.9 chr11 64234538 64238793 4256 + 4256
13498 ENSG00000173486.12 chr11 64241004 64244132 3129 + 3129
13491 ENSG00000173457.10 chr11 64244480 64246938 2459 - 2459
43265 ENSG00000257086.1 chr11 64246942 64249494 2553 - 2553
9238 ENSG00000149782.11 chr11 64251523 64269150 17628 + 17628
22 ENSG00000002330.13 chr11 64269830 64284669 14840 - 14840
13455 ENSG00000173264.14 chr11 64270338 64289500 19163 + 19163
13425 ENSG00000173153.13 chr11 64305572 64316459 10888 + 10888
13418 ENSG00000173113.6 chr11 64316744 64318084 1341 - 1341
5807 ENSG00000126432.13 chr11 64318088 64321811 3724 + 3724
33728 ENSG00000236935.1 chr11 64325050 64329504 4455 - 4455
12248 ENSG00000168071.21 chr11 64340223 64357534 17312 + 17312
10676 ENSG00000162302.12 chr11 64359148 64372215 13068 + 13068
30153 ENSG00000231680.1 chr11 64394342 64395831 1490 - 1490
15096 ENSG00000181908.5 chr11 64449074 64451657 2584 + 2584
3734 ENSG00000110076.18 chr11 64606174 64723188 117015 - 117015
1053 ENSG00000068831.18 chr11 64726911 64745456 18546 - 18546
1059 ENSG00000068976.13 chr11 64746389 64760297 13909 - 13909
12245 ENSG00000168066.20 chr11 64764606 64778786 14181 - 14181
12246 ENSG00000168067.11 chr11 64784914 64803241 18328 - 18328
6793 ENSG00000133895.14 chr11 64803510 64811294 7785 - 7785
12986 ENSG00000171219.8 chr11 64823387 64844569 21183 - 21183
3726 ENSG00000110047.17 chr11 64851642 64888296 36655 - 36655
28799 ENSG00000229719.5 chr11 64889560 64893449 3890 - 3890
3725 ENSG00000110046.12 chr11 64894546 64917248 22703 - 22703
52221 ENSG00000274986.1 chr11 64898363 64898437 75 - 75
1058 ENSG00000068971.13 chr11 64917553 64934470 16918 + 16918
12243 ENSG00000168062.9 chr11 64987943 64997045 9103 - 9103
22252 ENSG00000213465.7 chr11 65014113 65022184 8072 + 8072
3722 ENSG00000110025.12 chr11 65027408 65040572 13165 + 13165
12242 ENSG00000168061.14 chr11 65040901 65044817 3917 + 3917
12241 ENSG00000168060.15 chr11 65044829 65058549 13721 - 13721
8847 ENSG00000146670.9 chr11 65066300 65084151 17852 - 17852
10675 ENSG00000162300.11 chr11 65084223 65088371 4149 + 4149
9243 ENSG00000149823.8 chr11 65089376 65111844 22469 + 22469
9242 ENSG00000149809.14 chr11 65111861 65116384 4524 + 4524
13634 ENSG00000174276.6 chr11 65116403 65117708 1306 - 1306
9241 ENSG00000149806.10 chr11 65120628 65122473 1846 - 1846
9239 ENSG00000149792.8 chr11 65124502 65127278 2777 + 2777
10674 ENSG00000162298.18 chr11 65127372 65134533 7162 - 7162
19934 ENSG00000204710.2 chr11 65170154 65173244 3091 + 3091
42368 ENSG00000255200.1 chr11 65174117 65176470 2354 - 2354
41887 ENSG00000254614.2 chr11 65177606 65181686 4081 - 4081
349 ENSG00000014216.15 chr11 65181194 65212006 30813 + 30813
17518 ENSG00000197847.12 chr11 65213840 65242757 28918 + 28918
347 ENSG00000014138.8 chr11 65261762 65305589 43828 + 43828
9240 ENSG00000149798.4 chr11 65314818 65322429 7612 + 7612
6792 ENSG00000133884.9 chr11 65333754 65353249 19496 + 19496
13562 ENSG00000173825.6 chr11 65354767 65357613 2847 + 2847
10671 ENSG00000162241.12 chr11 65375192 65383701 8510 - 8510
